scene,image_path,mask_path,image_name,total_pixels,forest_pixels,background_pixels,forest_percentage,background_percentage,cumulative_forest_pixels,cumulative_background_pixels,cumulative_total_pixels,cumm_forest_percent,cumm_background_percent
Rural,LoveDa/Train/Train/Rural/images_png/882.png,LoveDa/Train/Train/Rural/masks_png/882.png,882.png,1048576,782578,265998,74.63245391845703,25.36754608154297,115689816,13285032,128974848,0.8969951722680068,0.10300482773199314
Rural,LoveDa/Train/Train/Rural/images_png/592.png,LoveDa/Train/Train/Rural/masks_png/592.png,592.png,1048576,780738,267838,74.45697784423828,25.54302215576172,116470554,13552870,130023424,0.895765935221026,0.10423406477897398
Rural,LoveDa/Train/Train/Rural/images_png/274.png,LoveDa/Train/Train/Rural/masks_png/274.png,274.png,1048576,780072,268504,74.39346313476562,25.606536865234375,117250626,13821374,131072000,0.8945512847900391,0.10544871520996094
Rural,LoveDa/Train/Train/Rural/images_png/362.png,LoveDa/Train/Train/Rural/masks_png/362.png,362.png,1048576,779799,268777,74.36742782592773,25.632572174072266,118030425,14090151,132120576,0.8933538482302711,0.10664615176972889
Rural,LoveDa/Train/Train/Rural/images_png/1291.png,LoveDa/Train/Train/Rural/masks_png/1291.png,1291.png,1048576,777916,270660,74.18785095214844,25.81214904785156,118808341,14360811,133169152,0.8921611290278397,0.10783887097216029
Rural,LoveDa/Train/Train/Rural/images_png/1066.png,LoveDa/Train/Train/Rural/masks_png/1066.png,1066.png,1048576,774003,274573,73.81467819213867,26.185321807861328,119582344,14635384,134217728,0.8909578919410706,0.10904210805892944
Rural,LoveDa/Train/Train/Rural/images_png/608.png,LoveDa/Train/Train/Rural/masks_png/608.png,608.png,1048576,773895,274681,73.80437850952148,26.195621490478516,120356239,14910065,135266304,0.8897725112678468,0.11022748873215313
Rural,LoveDa/Train/Train/Rural/images_png/243.png,LoveDa/Train/Train/Rural/masks_png/243.png,243.png,1048576,773308,275268,73.74839782714844,26.25160217285156,121129547,15185333,136314880,0.8886010610140287,0.11139893898597131
Rural,LoveDa/Train/Train/Rural/images_png/372.png,LoveDa/Train/Train/Rural/masks_png/372.png,372.png,1048576,772689,275887,73.68936538696289,26.31063461303711,121902236,15461220,137363456,0.8874429892037661,0.1125570107962339
Urban,LoveDa/Train/Train/Urban/images_png/1856.png,LoveDa/Train/Train/Urban/masks_png/1856.png,1856.png,1048576,760644,287932,72.54066467285156,27.45933532714844,122662880,15749152,138412032,0.8862154411547112,0.11378455884528882
Rural,LoveDa/Train/Train/Rural/images_png/444.png,LoveDa/Train/Train/Rural/masks_png/444.png,444.png,1048576,755416,293160,72.04208374023438,27.957916259765625,123418296,16042312,139460608,0.8849688651866483,0.11503113481335174
Rural,LoveDa/Train/Train/Rural/images_png/526.png,LoveDa/Train/Train/Rural/masks_png/526.png,526.png,1048576,754133,294443,71.91972732543945,28.080272674560547,124172429,16336755,140509184,0.8837317637543181,0.11626823624568199
Rural,LoveDa/Train/Train/Rural/images_png/1339.png,LoveDa/Train/Train/Rural/masks_png/1339.png,1339.png,1048576,749181,299395,71.44746780395508,28.55253219604492,124921610,16636150,141557760,0.8824780075638382,0.11752199243616175
Rural,LoveDa/Train/Train/Rural/images_png/1129.png,LoveDa/Train/Train/Rural/masks_png/1129.png,1129.png,1048576,747434,301142,71.2808609008789,28.719139099121097,125669044,16937292,142606336,0.8812304384568158,0.11876956154318417
Rural,LoveDa/Train/Train/Rural/images_png/445.png,LoveDa/Train/Train/Rural/masks_png/445.png,445.png,1048576,745898,302678,71.1343765258789,28.865623474121097,126414942,17239970,143654912,0.8799903897473412,0.12000961025265881
Rural,LoveDa/Train/Train/Rural/images_png/969.png,LoveDa/Train/Train/Rural/masks_png/969.png,969.png,1048576,745433,303143,71.09003067016602,28.909969329833984,127160375,17543113,144703488,0.8787650992904884,0.12123490070951158
Rural,LoveDa/Train/Train/Rural/images_png/578.png,LoveDa/Train/Train/Rural/masks_png/578.png,578.png,1048576,745126,303450,71.06075286865234,28.939247131347656,127905501,17846563,145752064,0.8775553325954959,0.12244466740450413
Rural,LoveDa/Train/Train/Rural/images_png/139.png,LoveDa/Train/Train/Rural/masks_png/139.png,139.png,1048576,744197,304379,70.9721565246582,29.027843475341797,128649698,18150942,146800640,0.876356519971575,0.12364348002842494
Rural,LoveDa/Train/Train/Rural/images_png/637.png,LoveDa/Train/Train/Rural/masks_png/637.png,637.png,1048576,737998,310578,70.38097381591797,29.61902618408203,129387696,18461520,147849216,0.8751327839303524,0.12486721606964761
Rural,LoveDa/Train/Train/Rural/images_png/1300.png,LoveDa/Train/Train/Rural/masks_png/1300.png,1300.png,1048576,737929,310647,70.37439346313477,29.62560653686523,130125625,18772167,148897792,0.8739258202028947,0.1260741797971054
Urban,LoveDa/Train/Train/Urban/images_png/2403.png,LoveDa/Train/Train/Urban/masks_png/2403.png,2403.png,1048576,735586,312990,70.15094757080078,29.84905242919922,130861211,19085157,149946368,0.8727201115001332,0.12727988849986682
Rural,LoveDa/Train/Train/Rural/images_png/1150.png,LoveDa/Train/Train/Rural/masks_png/1150.png,1150.png,1048576,734181,314395,70.0169563293457,29.983043670654297,131595392,19399552,150994944,0.8715218438042535,0.12847815619574654
Rural,LoveDa/Train/Train/Rural/images_png/961.png,LoveDa/Train/Train/Rural/masks_png/961.png,961.png,1048576,733528,315048,69.95468139648438,30.045318603515625,132328920,19714600,152043520,0.8703358091157058,0.12966419088429418
Rural,LoveDa/Train/Train/Rural/images_png/78.png,LoveDa/Train/Train/Rural/masks_png/78.png,78.png,1048576,733356,315220,69.93827819824219,30.061721801757812,133062276,20029820,153092096,0.8691648979709573,0.1308351020290427
Rural,LoveDa/Train/Train/Rural/images_png/1252.png,LoveDa/Train/Train/Rural/masks_png/1252.png,1252.png,1048576,733113,315463,69.91510391235352,30.084896087646484,133795389,20345283,154140672,0.8680083411080497,0.13199165889195033
Rural,LoveDa/Train/Train/Rural/images_png/188.png,LoveDa/Train/Train/Rural/masks_png/188.png,188.png,1048576,732114,316462,69.81983184814453,30.18016815185547,134527503,20661745,155189248,0.8668609760903023,0.13313902390969767
Rural,LoveDa/Train/Train/Rural/images_png/1079.png,LoveDa/Train/Train/Rural/masks_png/1079.png,1079.png,1048576,730969,317607,69.71063613891602,30.289363861083984,135258472,20979352,156237824,0.8657216833741873,0.13427831662581272
Rural,LoveDa/Train/Train/Rural/images_png/1250.png,LoveDa/Train/Train/Rural/masks_png/1250.png,1250.png,1048576,730487,318089,69.66466903686523,30.33533096313477,135988959,21297441,157286400,0.8645945167541504,0.1354054832458496
Rural,LoveDa/Train/Train/Rural/images_png/832.png,LoveDa/Train/Train/Rural/masks_png/832.png,832.png,1048576,725152,323424,69.1558837890625,30.8441162109375,136714111,21620865,158334976,0.8634485851060476,0.13655141489395242
Rural,LoveDa/Train/Train/Rural/images_png/19.png,LoveDa/Train/Train/Rural/masks_png/19.png,19.png,1048576,723584,324992,69.00634765625,30.99365234375,137437695,21945857,159383552,0.8623078936024716,0.1376921063975284
Rural,LoveDa/Train/Train/Rural/images_png/399.png,LoveDa/Train/Train/Rural/masks_png/399.png,399.png,1048576,722343,326233,68.88799667358398,31.112003326416016,138160038,22272090,160432128,0.8611743777405982,0.13882562225940182
Rural,LoveDa/Train/Train/Rural/images_png/42.png,LoveDa/Train/Train/Rural/masks_png/42.png,42.png,1048576,719516,329060,68.61839294433594,31.381607055664062,138879554,22601150,161480704,0.8600380761282784,0.13996192387172154
Urban,LoveDa/Train/Train/Urban/images_png/2286.png,LoveDa/Train/Train/Urban/masks_png/2286.png,2286.png,1048576,719106,329470,68.57929229736328,31.42070770263672,139598660,22930620,162529280,0.8589139138498614,0.1410860861501386
Rural,LoveDa/Train/Train/Rural/images_png/1261.png,LoveDa/Train/Train/Rural/masks_png/1261.png,1261.png,1048576,718317,330259,68.50404739379883,31.495952606201172,140316977,23260879,163577856,0.857799340517093,0.14220065948290703
Urban,LoveDa/Train/Train/Urban/images_png/2113.png,LoveDa/Train/Train/Urban/masks_png/2113.png,2113.png,1048576,718085,330491,68.4819221496582,31.518077850341797,141035062,23591370,164626432,0.8566975563195101,0.1433024436804899
Rural,LoveDa/Train/Train/Rural/images_png/659.png,LoveDa/Train/Train/Rural/masks_png/659.png,659.png,1048576,716138,332438,68.2962417602539,31.703758239746097,141751200,23923808,165675008,0.8555979668339596,0.14440203316604036
Rural,LoveDa/Train/Train/Rural/images_png/838.png,LoveDa/Train/Train/Rural/masks_png/838.png,838.png,1048576,708631,339945,67.58031845092773,32.419681549072266,142459831,24263753,166723584,0.8544671820394648,0.14553281796053522
Rural,LoveDa/Train/Train/Rural/images_png/913.png,LoveDa/Train/Train/Rural/masks_png/913.png,913.png,1048576,707203,341373,67.44413375854492,32.55586624145508,143167034,24605126,167772160,0.8533420205116272,0.1466579794883728
Rural,LoveDa/Train/Train/Rural/images_png/700.png,LoveDa/Train/Train/Rural/masks_png/700.png,700.png,1048576,703509,345067,67.09184646606445,32.90815353393555,143870543,24950193,168820736,0.8522089549473354,0.14779104505266463
Rural,LoveDa/Train/Train/Rural/images_png/119.png,LoveDa/Train/Train/Rural/masks_png/119.png,119.png,1048576,699911,348665,66.74871444702148,33.251285552978516,144570454,25298858,169869312,0.8510686968579705,0.14893130314202957
Rural,LoveDa/Train/Train/Rural/images_png/686.png,LoveDa/Train/Train/Rural/masks_png/686.png,686.png,1048576,698441,350135,66.60852432250977,33.391475677490234,145268895,25648993,170917888,0.8499338290442718,0.15006617095572816
Rural,LoveDa/Train/Train/Rural/images_png/1074.png,LoveDa/Train/Train/Rural/masks_png/1074.png,1074.png,1048576,696716,351860,66.44401550292969,33.55598449707031,145965611,26000853,171966464,0.8488027700563756,0.15119722994362436
Rural,LoveDa/Train/Train/Rural/images_png/271.png,LoveDa/Train/Train/Rural/masks_png/271.png,271.png,1048576,692287,356289,66.02163314819336,33.97836685180664,146657898,26357142,173015040,0.8476598219438033,0.15234017805619673
Rural,LoveDa/Train/Train/Rural/images_png/97.png,LoveDa/Train/Train/Rural/masks_png/97.png,97.png,1048576,690973,357603,65.89632034301758,34.10367965698242,147348871,26714745,174063616,0.8465230953262513,0.1534769046737487
Rural,LoveDa/Train/Train/Rural/images_png/1276.png,LoveDa/Train/Train/Rural/masks_png/1276.png,1276.png,1048576,690629,357947,65.8635139465332,34.1364860534668,148039500,27072692,175112192,0.8453980177462458,0.1546019822537542
Rural,LoveDa/Train/Train/Rural/images_png/408.png,LoveDa/Train/Train/Rural/masks_png/408.png,408.png,1048576,689745,358831,65.77920913696289,34.22079086303711,148729245,27431523,176160768,0.8442813158035278,0.15571868419647217
Rural,LoveDa/Train/Train/Rural/images_png/503.png,LoveDa/Train/Train/Rural/masks_png/503.png,503.png,1048576,688899,359677,65.69852828979492,34.30147171020508,149418144,27791200,177209344,0.8431730552537907,0.1568269447462093
Urban,LoveDa/Train/Train/Urban/images_png/2273.png,LoveDa/Train/Train/Urban/masks_png/2273.png,2273.png,1048576,687105,361471,65.52743911743164,34.47256088256836,150105249,28152671,178257920,0.8420677689944996,0.15793223100550036
Rural,LoveDa/Train/Train/Rural/images_png/130.png,LoveDa/Train/Train/Rural/masks_png/130.png,130.png,1048576,684078,364498,65.23876190185547,34.76123809814453,150789327,28517169,179306496,0.8409585283513654,0.15904147164863452
Rural,LoveDa/Train/Train/Rural/images_png/636.png,LoveDa/Train/Train/Rural/masks_png/636.png,636.png,1048576,683239,365337,65.15874862670898,34.841251373291016,151472566,28882506,180355072,0.839857533920643,0.16014246607935706
Urban,LoveDa/Train/Train/Urban/images_png/2001.png,LoveDa/Train/Train/Urban/masks_png/2001.png,2001.png,1048576,682167,366409,65.05651473999023,34.943485260009766,152154733,29248915,181403648,0.8387633582760143,0.1612366417239856
Urban,LoveDa/Train/Train/Urban/images_png/2067.png,LoveDa/Train/Train/Urban/masks_png/2067.png,2067.png,1048576,680902,367674,64.93587493896484,35.064125061035156,152835635,29616589,182452224,0.8376748260410353,0.16232517395896473
Rural,LoveDa/Train/Train/Rural/images_png/237.png,LoveDa/Train/Train/Rural/masks_png/237.png,237.png,1048576,678596,369980,64.71595764160156,35.28404235839844,153514231,29986569,183500800,0.8365861674717494,0.16341383252825056
Rural,LoveDa/Train/Train/Rural/images_png/401.png,LoveDa/Train/Train/Rural/masks_png/401.png,401.png,1048576,678500,370076,64.70680236816406,35.29319763183594,154192731,30356645,184549376,0.8355093598365784,0.16449064016342163
Rural,LoveDa/Train/Train/Rural/images_png/685.png,LoveDa/Train/Train/Rural/masks_png/685.png,685.png,1048576,678191,370385,64.67733383178711,35.32266616821289,154870922,30727030,185597952,0.834443054630258,0.165556945369742
Rural,LoveDa/Train/Train/Rural/images_png/872.png,LoveDa/Train/Train/Rural/masks_png/872.png,872.png,1048576,676266,372310,64.4937515258789,35.506248474121094,155547188,31099340,186646528,0.8333784167686206,0.1666215832313795
Rural,LoveDa/Train/Train/Rural/images_png/986.png,LoveDa/Train/Train/Rural/masks_png/986.png,986.png,1048576,669979,378597,63.8941764831543,36.1058235168457,156217167,31477937,187695104,0.8322921784896424,0.16770782151035757
Rural,LoveDa/Train/Train/Rural/images_png/55.png,LoveDa/Train/Train/Rural/masks_png/55.png,55.png,1048576,666929,381647,63.60330581665039,36.39669418334961,156884096,31859584,188743680,0.8312018500434027,0.16879814995659723
Rural,LoveDa/Train/Train/Rural/images_png/1224.png,LoveDa/Train/Train/Rural/masks_png/1224.png,1224.png,1048576,666311,382265,63.54436874389648,36.45563125610352,157550407,32241849,189792256,0.8301203132334335,0.16987968676656648
Urban,LoveDa/Train/Train/Urban/images_png/2085.png,LoveDa/Train/Train/Urban/masks_png/2085.png,2085.png,1048576,664510,384066,63.37261199951172,36.62738800048828,158214917,32625915,190840832,0.8290412242595966,0.17095877574040338
Rural,LoveDa/Train/Train/Rural/images_png/1357.png,LoveDa/Train/Train/Rural/masks_png/1357.png,1357.png,1048576,664322,384254,63.35468292236328,36.64531707763672,158879239,33010169,191889408,0.8279729488768864,0.1720270511231136
Rural,LoveDa/Train/Train/Rural/images_png/57.png,LoveDa/Train/Train/Rural/masks_png/57.png,57.png,1048576,663287,385289,63.255977630615234,36.744022369384766,159542526,33395458,192937984,0.826910920765089,0.17308907923491104
Urban,LoveDa/Train/Train/Urban/images_png/2502.png,LoveDa/Train/Train/Urban/masks_png/2502.png,2502.png,1048576,658602,389974,62.809181213378906,37.190818786621094,160201128,33785432,193986560,0.8258362228805954,0.17416377711940456
Rural,LoveDa/Train/Train/Rural/images_png/281.png,LoveDa/Train/Train/Rural/masks_png/281.png,281.png,1048576,656376,392200,62.596893310546875,37.403106689453125,160857504,34177632,195035136,0.8247616675592238,0.17523833244077622
Rural,LoveDa/Train/Train/Rural/images_png/811.png,LoveDa/Train/Train/Rural/masks_png/811.png,811.png,1048576,652858,395718,62.26139068603515,37.73860931396485,161510362,34573350,196083712,0.8236806634913154,0.17631933650868462
Urban,LoveDa/Train/Train/Urban/images_png/2307.png,LoveDa/Train/Train/Urban/masks_png/2307.png,2307.png,1048576,647628,400948,61.76261901855469,38.23738098144531,162157990,34974298,197132288,0.8225846290588379,0.1774153709411621
Rural,LoveDa/Train/Train/Rural/images_png/1165.png,LoveDa/Train/Train/Rural/masks_png/1165.png,1165.png,1048576,646960,401616,61.69891357421875,38.30108642578125,162804950,35375914,198180864,0.8214968222158926,0.17850317778410735
Rural,LoveDa/Train/Train/Rural/images_png/334.png,LoveDa/Train/Train/Rural/masks_png/334.png,334.png,1048576,645131,403445,61.52448654174805,38.47551345825195,163450081,35779359,199229440,0.8204112856011642,0.17958871439883584
Rural,LoveDa/Train/Train/Rural/images_png/801.png,LoveDa/Train/Train/Rural/masks_png/801.png,801.png,1048576,641946,406630,61.220741271972656,38.779258728027344,164092027,36185989,200278016,0.8193212129682771,0.18067878703172294
Rural,LoveDa/Train/Train/Rural/images_png/1316.png,LoveDa/Train/Train/Rural/masks_png/1316.png,1316.png,1048576,636785,411791,60.72854995727539,39.27145004272461,164728812,36597780,201326592,0.818216860294342,0.18178313970565796
Rural,LoveDa/Train/Train/Rural/images_png/615.png,LoveDa/Train/Train/Rural/masks_png/615.png,615.png,1048576,631413,417163,60.21623611450195,39.78376388549805,165360225,37014943,202375168,0.8170974069308741,0.18290259306912596
Rural,LoveDa/Train/Train/Rural/images_png/455.png,LoveDa/Train/Train/Rural/masks_png/455.png,455.png,1048576,631167,417409,60.19277572631836,39.80722427368164,165991392,37432352,203423744,0.8159882850253705,0.1840117149746295
Rural,LoveDa/Train/Train/Rural/images_png/905.png,LoveDa/Train/Train/Rural/masks_png/905.png,905.png,1048576,630581,417995,60.13689041137695,39.86310958862305,166621973,37850347,204472320,0.8148876728155674,0.1851123271844326
Rural,LoveDa/Train/Train/Rural/images_png/1170.png,LoveDa/Train/Train/Rural/masks_png/1170.png,1170.png,1048576,630314,418262,60.111427307128906,39.888572692871094,167252287,38268609,205520896,0.8137969922046272,0.1862030077953728
Rural,LoveDa/Train/Train/Rural/images_png/800.png,LoveDa/Train/Train/Rural/masks_png/800.png,800.png,1048576,628313,420263,59.920597076416016,40.079402923583984,167880600,38688872,206569472,0.8127076976795486,0.1872923023204513
Rural,LoveDa/Train/Train/Rural/images_png/1169.png,LoveDa/Train/Train/Rural/masks_png/1169.png,1169.png,1048576,626334,422242,59.73186492919922,40.26813507080078,168506934,39111114,207618048,0.8116198742028439,0.18838012579715613
Rural,LoveDa/Train/Train/Rural/images_png/551.png,LoveDa/Train/Train/Rural/masks_png/551.png,551.png,1048576,625977,422599,59.69781875610352,40.30218124389648,169132911,39533713,208666624,0.8105412727624328,0.18945872723756724
Rural,LoveDa/Train/Train/Rural/images_png/389.png,LoveDa/Train/Train/Rural/masks_png/389.png,389.png,1048576,624947,423629,59.59959030151367,40.40040969848633,169757858,39957342,209715200,0.8094685459136963,0.1905314540863037
Rural,LoveDa/Train/Train/Rural/images_png/1084.png,LoveDa/Train/Train/Rural/masks_png/1084.png,1084.png,1048576,622556,426020,59.37156677246094,40.62843322753906,170380414,40383362,210763776,0.8083951485097705,0.19160485149022952
Rural,LoveDa/Train/Train/Rural/images_png/1042.png,LoveDa/Train/Train/Rural/masks_png/1042.png,1042.png,1048576,620007,428569,59.128475189208984,40.871524810791016,171000421,40811931,211812352,0.8073203445661186,0.1926796554338814
Rural,LoveDa/Train/Train/Rural/images_png/1040.png,LoveDa/Train/Train/Rural/masks_png/1040.png,1040.png,1048576,618317,430259,58.96730422973633,41.03269577026367,171618738,41242190,212860928,0.8062481903677503,0.19375180963224967
Rural,LoveDa/Train/Train/Rural/images_png/1231.png,LoveDa/Train/Train/Rural/masks_png/1231.png,1231.png,1048576,615637,432939,58.71171951293945,41.28828048706055,172234375,41675129,213909504,0.8051740188224643,0.19482598117753572
Rural,LoveDa/Train/Train/Rural/images_png/662.png,LoveDa/Train/Train/Rural/masks_png/662.png,662.png,1048576,614803,433773,58.63218307495117,41.36781692504883,172849178,42108902,214958080,0.8041064471733279,0.19589355282667206
Rural,LoveDa/Train/Train/Rural/images_png/465.png,LoveDa/Train/Train/Rural/masks_png/465.png,465.png,1048576,610928,437648,58.26263427734375,41.73736572265625,173460106,42546550,216006656,0.8030313010354644,0.19696869896453562
Rural,LoveDa/Train/Train/Rural/images_png/1077.png,LoveDa/Train/Train/Rural/masks_png/1077.png,1077.png,1048576,609335,439241,58.110713958740234,41.889286041259766,174069441,42985791,217055232,0.8019592036371646,0.19804079636283542
Rural,LoveDa/Train/Train/Rural/images_png/83.png,LoveDa/Train/Train/Rural/masks_png/83.png,83.png,1048576,609113,439463,58.089542388916016,41.910457611083984,174678554,43425254,218103808,0.8008963970037607,0.1991036029962393
Rural,LoveDa/Train/Train/Rural/images_png/413.png,LoveDa/Train/Train/Rural/masks_png/413.png,413.png,1048576,608948,439628,58.07380676269531,41.92619323730469,175287502,43864882,219152384,0.7998430078679865,0.2001569921320135
Urban,LoveDa/Train/Train/Urban/images_png/1484.png,LoveDa/Train/Train/Urban/masks_png/1484.png,1484.png,1048576,608408,440168,58.022308349609375,41.977691650390625,175895910,44305050,220200960,0.7987971987043109,0.20120280129568918
Rural,LoveDa/Train/Train/Rural/images_png/1039.png,LoveDa/Train/Train/Rural/masks_png/1039.png,1039.png,1048576,608176,440400,58.00018310546875,41.99981689453125,176504086,44745450,221249536,0.7977602538339335,0.20223974616606655
Rural,LoveDa/Train/Train/Rural/images_png/658.png,LoveDa/Train/Train/Rural/masks_png/658.png,658.png,1048576,603316,445260,57.53669738769531,42.46330261230469,177107402,45190710,222298112,0.796711228928476,0.203288771071524
Rural,LoveDa/Train/Train/Rural/images_png/889.png,LoveDa/Train/Train/Rural/masks_png/889.png,889.png,1048576,599230,449346,57.14702606201172,42.85297393798828,177706632,45640056,223346688,0.795653759593695,0.20434624040630503
Rural,LoveDa/Train/Train/Rural/images_png/365.png,LoveDa/Train/Train/Rural/masks_png/365.png,365.png,1048576,598813,449763,57.10725784301758,42.89274215698242,178305445,46089819,224395264,0.7946043148219029,0.20539568517809717
Rural,LoveDa/Train/Train/Rural/images_png/974.png,LoveDa/Train/Train/Rural/masks_png/974.png,974.png,1048576,598678,449898,57.094383239746094,42.905616760253906,178904123,46539717,225443840,0.7935640335083007,0.2064359664916992
Rural,LoveDa/Train/Train/Rural/images_png/563.png,LoveDa/Train/Train/Rural/masks_png/563.png,563.png,1048576,597218,451358,56.95514678955078,43.04485321044922,179501341,46991075,226492416,0.7925269382971304,0.20747306170286955
Urban,LoveDa/Train/Train/Urban/images_png/2423.png,LoveDa/Train/Train/Urban/masks_png/2423.png,2423.png,1048576,597153,451423,56.94894790649414,43.05105209350586,180098494,47442498,227540992,0.7914991159043554,0.20850088409564463
Rural,LoveDa/Train/Train/Rural/images_png/1240.png,LoveDa/Train/Train/Rural/masks_png/1240.png,1240.png,1048576,596916,451660,56.92634582519531,43.07365417480469,180695410,47894158,228589568,0.7904796862820966,0.20952031371790333
Rural,LoveDa/Train/Train/Rural/images_png/252.png,LoveDa/Train/Train/Rural/masks_png/252.png,252.png,1048576,594660,453916,56.71119689941406,43.28880310058594,181290070,48348074,229638144,0.7894597423675398,0.21054025763246023
Rural,LoveDa/Train/Train/Rural/images_png/367.png,LoveDa/Train/Train/Rural/masks_png/367.png,367.png,1048576,592869,455707,56.5403938293457,43.4596061706543,181882939,48803781,230686720,0.7884413068944758,0.21155869310552425
Rural,LoveDa/Train/Train/Rural/images_png/956.png,LoveDa/Train/Train/Rural/masks_png/956.png,956.png,1048576,591975,456601,56.455135345458984,43.544864654541016,182474914,49260382,231735296,0.7874282301820781,0.21257176981792192
Rural,LoveDa/Train/Train/Rural/images_png/429.png,LoveDa/Train/Train/Rural/masks_png/429.png,429.png,1048576,586240,462336,55.908203125,44.091796875,183061154,49722718,232783872,0.786399643700402,0.21360035629959795
Rural,LoveDa/Train/Train/Rural/images_png/606.png,LoveDa/Train/Train/Rural/masks_png/606.png,606.png,1048576,582546,466030,55.55591583251953,44.44408416748047,183643700,50188748,233832448,0.785364484573159,0.214635515426841
Rural,LoveDa/Train/Train/Rural/images_png/1358.png,LoveDa/Train/Train/Rural/masks_png/1358.png,1358.png,1048576,580098,468478,55.32245635986328,44.67754364013672,184223798,50657226,234881024,0.784328145640237,0.21567185435976302
Rural,LoveDa/Train/Train/Rural/images_png/425.png,LoveDa/Train/Train/Rural/masks_png/425.png,425.png,1048576,578712,469864,55.190277099609375,44.809722900390625,184802510,51127090,235929600,0.7832951439751519,0.2167048560248481
Rural,LoveDa/Train/Train/Rural/images_png/56.png,LoveDa/Train/Train/Rural/masks_png/56.png,56.png,1048576,576643,471933,54.99296188354492,45.00703811645508,185379153,51599023,236978176,0.7822625531559497,0.2177374468440503
Rural,LoveDa/Train/Train/Rural/images_png/1251.png,LoveDa/Train/Train/Rural/masks_png/1251.png,1251.png,1048576,575106,473470,54.84638214111328,45.15361785888672,185954259,52072493,238026752,0.7812326027958404,0.21876739720415964
Rural,LoveDa/Train/Train/Rural/images_png/1038.png,LoveDa/Train/Train/Rural/masks_png/1038.png,1038.png,1048576,572993,475583,54.64487075805664,45.35512924194336,186527252,52548076,239075328,0.7802028488694576,0.21979715113054243
Rural,LoveDa/Train/Train/Rural/images_png/1132.png,LoveDa/Train/Train/Rural/masks_png/1132.png,1132.png,1048576,572293,476283,54.5781135559082,45.4218864440918,187099545,53024359,240123904,0.7791791732654821,0.22082082673451786
Rural,LoveDa/Train/Train/Rural/images_png/1287.png,LoveDa/Train/Train/Rural/masks_png/1287.png,1287.png,1048576,571536,477040,54.50592041015625,45.49407958984375,187671081,53501399,241172480,0.7781612603560738,0.2218387396439262
Urban,LoveDa/Train/Train/Urban/images_png/1730.png,LoveDa/Train/Train/Urban/masks_png/1730.png,1730.png,1048576,569789,478787,54.33931350708008,45.66068649291992,188240870,53980186,242221056,0.7771449481254016,0.2228550518745984
Rural,LoveDa/Train/Train/Rural/images_png/1083.png,LoveDa/Train/Train/Rural/masks_png/1083.png,1083.png,1048576,569596,478980,54.32090759277344,45.67909240722656,188810466,54459166,243269632,0.7761366038486875,0.22386339615131245
Rural,LoveDa/Train/Train/Rural/images_png/1197.png,LoveDa/Train/Train/Rural/masks_png/1197.png,1197.png,1048576,566025,482551,53.980350494384766,46.019649505615234,189376491,54941717,244318208,0.7751222987031732,0.2248777012968268
Rural,LoveDa/Train/Train/Rural/images_png/886.png,LoveDa/Train/Train/Rural/masks_png/886.png,886.png,1048576,565896,482680,53.968048095703125,46.031951904296875,189942387,55424397,245366784,0.7741161370888735,0.22588386291112655
Urban,LoveDa/Train/Train/Urban/images_png/2449.png,LoveDa/Train/Train/Urban/masks_png/2449.png,2449.png,1048576,565768,482808,53.955841064453125,46.044158935546875,190508155,55907205,246415360,0.7731180191040039,0.2268819808959961
Rural,LoveDa/Train/Train/Rural/images_png/668.png,LoveDa/Train/Train/Rural/masks_png/668.png,668.png,1048576,558455,490121,53.258419036865234,46.741580963134766,191066610,56397326,247463936,0.7720988079652948,0.2279011920347052
Rural,LoveDa/Train/Train/Rural/images_png/524.png,LoveDa/Train/Train/Rural/masks_png/524.png,524.png,1048576,555113,493463,52.939701080322266,47.060298919677734,191621723,56890789,248512512,0.771074749749421,0.22892525025057894
Rural,LoveDa/Train/Train/Rural/images_png/1265.png,LoveDa/Train/Train/Rural/masks_png/1265.png,1265.png,1048576,553510,495066,52.786827087402344,47.213172912597656,192175233,57385855,249561088,0.7700528737877598,0.22994712621224025
Rural,LoveDa/Train/Train/Rural/images_png/1214.png,LoveDa/Train/Train/Rural/masks_png/1214.png,1214.png,1048576,553154,495422,52.75287628173828,47.24712371826172,192728387,57881277,250609664,0.769038128553574,0.23096187144642594
Rural,LoveDa/Train/Train/Rural/images_png/64.png,LoveDa/Train/Train/Rural/masks_png/64.png,64.png,1048576,552251,496325,52.6667594909668,47.3332405090332,193280638,58377602,251658240,0.7680282513300578,0.23197174866994222
Urban,LoveDa/Train/Train/Urban/images_png/2166.png,LoveDa/Train/Train/Urban/masks_png/2166.png,2166.png,1048576,551454,497122,52.59075164794922,47.40924835205078,193832092,58874724,252706816,0.7670236009779807,0.23297639902201925
Rural,LoveDa/Train/Train/Rural/images_png/902.png,LoveDa/Train/Train/Rural/masks_png/902.png,902.png,1048576,551012,497564,52.54859924316406,47.45140075683594,194383104,59372288,253755392,0.7660255116864669,0.23397448831353307
Rural,LoveDa/Train/Train/Rural/images_png/481.png,LoveDa/Train/Train/Rural/masks_png/481.png,481.png,1048576,550581,497995,52.50749588012695,47.49250411987305,194933685,59870283,254803968,0.765033945625211,0.234966054374789
