scene,image_path,mask_path,image_name,total_pixels,forest_pixels,background_pixels,forest_percentage,background_percentage,cumulative_forest_pixels,cumulative_background_pixels,cumulative_total_pixels,cumm_forest_percent,cumm_background_percent
Rural,LoveDa/Train/Train/Rural/images_png/890.png,LoveDa/Train/Train/Rural/masks_png/890.png,890.png,1048576,502729,545847,47.943973541259766,52.056026458740234,213793246,78759458,292552704,0.730785404054922,0.26921459594507796
Rural,LoveDa/Train/Train/Rural/images_png/706.png,LoveDa/Train/Train/Rural/masks_png/706.png,706.png,1048576,502549,546027,47.92680740356445,52.07319259643555,214295795,79305485,293601280,0.7298871278762817,0.27011287212371826
Urban,LoveDa/Train/Train/Urban/images_png/1722.png,LoveDa/Train/Train/Urban/masks_png/1722.png,1722.png,1048576,499587,548989,47.64432907104492,52.35567092895508,214795382,79854474,294649856,0.7289851925127022,0.2710148074872977
Rural,LoveDa/Train/Train/Rural/images_png/733.png,LoveDa/Train/Train/Rural/masks_png/733.png,733.png,1048576,496109,552467,47.31264114379883,52.68735885620117,215291491,80406941,295698432,0.7280778918705934,0.27192210812940665
Rural,LoveDa/Train/Train/Rural/images_png/618.png,LoveDa/Train/Train/Rural/masks_png/618.png,618.png,1048576,496042,552534,47.306251525878906,52.693748474121094,215787533,80959475,296747008,0.7271767774656046,0.27282322253439534
Rural,LoveDa/Train/Train/Rural/images_png/511.png,LoveDa/Train/Train/Rural/masks_png/511.png,511.png,1048576,495575,553001,47.261714935302734,52.738285064697266,216283108,81512476,297795584,0.7262804407468983,0.2737195592531016
Rural,LoveDa/Train/Train/Rural/images_png/997.png,LoveDa/Train/Train/Rural/masks_png/997.png,997.png,1048576,494739,553837,47.18198776245117,52.81801223754883,216777847,82066313,298844160,0.7253875966657672,0.2746124033342328
Urban,LoveDa/Train/Train/Urban/images_png/1815.png,LoveDa/Train/Train/Urban/masks_png/1815.png,1815.png,1048576,494176,554400,47.1282958984375,52.8717041015625,217272023,82620713,299892736,0.7244991189116364,0.2755008810883635
Rural,LoveDa/Train/Train/Rural/images_png/1226.png,LoveDa/Train/Train/Rural/masks_png/1226.png,1226.png,1048576,494136,554440,47.124481201171875,52.875518798828125,217766159,83175153,300941312,0.7236166997238319,0.27638330027616814
Rural,LoveDa/Train/Train/Rural/images_png/1284.png,LoveDa/Train/Train/Rural/masks_png/1284.png,1284.png,1048576,492925,555651,47.00899124145508,52.99100875854492,218259084,83730804,301989888,0.7227363983790079,0.277263601620992
Rural,LoveDa/Train/Train/Rural/images_png/1182.png,LoveDa/Train/Train/Rural/masks_png/1182.png,1182.png,1048576,492340,556236,46.95320129394531,53.04679870605469,218751424,84287040,303038464,0.7218602586370026,0.2781397413629974
Rural,LoveDa/Train/Train/Rural/images_png/131.png,LoveDa/Train/Train/Rural/masks_png/131.png,131.png,1048576,490036,558540,46.73347473144531,53.26652526855469,219241460,84845580,304087040,0.7209825844600283,0.2790174155399717
Rural,LoveDa/Train/Train/Rural/images_png/439.png,LoveDa/Train/Train/Rural/masks_png/439.png,439.png,1048576,486911,561665,46.43545150756836,53.56454849243164,219728371,85407245,305135616,0.7201007010600821,0.27989929893991794
Urban,LoveDa/Train/Train/Urban/images_png/1799.png,LoveDa/Train/Train/Urban/masks_png/1799.png,1799.png,1048576,483530,565046,46.113014221191406,53.886985778808594,220211901,85972291,306184192,0.7192138155845746,0.28078618441542535
Rural,LoveDa/Train/Train/Rural/images_png/1361.png,LoveDa/Train/Train/Rural/masks_png/1361.png,1361.png,1048576,481972,566604,45.96443176269531,54.03556823730469,220693873,86538895,307232768,0.7183279128611698,0.2816720871388302
Rural,LoveDa/Train/Train/Rural/images_png/1052.png,LoveDa/Train/Train/Rural/masks_png/1052.png,1052.png,1048576,480609,567967,45.83444595336914,54.16555404663086,221174482,87106862,308281344,0.7174436154008723,0.28255638459912774
Rural,LoveDa/Train/Train/Rural/images_png/312.png,LoveDa/Train/Train/Rural/masks_png/312.png,312.png,1048576,479670,568906,45.744895935058594,54.255104064941406,221654152,87675768,309329920,0.7165622775837527,0.2834377224162474
Rural,LoveDa/Train/Train/Rural/images_png/705.png,LoveDa/Train/Train/Rural/masks_png/705.png,705.png,1048576,478955,569621,45.67670822143555,54.32329177856445,222133107,88245389,310378496,0.71568459111291,0.2843154088870899
Rural,LoveDa/Train/Train/Rural/images_png/200.png,LoveDa/Train/Train/Rural/masks_png/200.png,200.png,1048576,476930,571646,45.48358917236328,54.51641082763672,222610037,88817035,311427072,0.7148063126637879,0.28519368733621203
Rural,LoveDa/Train/Train/Rural/images_png/213.png,LoveDa/Train/Train/Rural/masks_png/213.png,213.png,1048576,476803,571773,45.47147750854492,54.52852249145508,223086840,89388808,312475648,0.7139335222692298,0.28606647773077026
Rural,LoveDa/Train/Train/Rural/images_png/272.png,LoveDa/Train/Train/Rural/masks_png/272.png,272.png,1048576,476351,572225,45.42837142944336,54.57162857055664,223563191,89961033,313524224,0.7130651282626251,0.2869348717373749
Rural,LoveDa/Train/Train/Rural/images_png/1095.png,LoveDa/Train/Train/Rural/masks_png/1095.png,1095.png,1048576,475756,572820,45.37162780761719,54.62837219238281,224038947,90533853,314572800,0.7122006320953369,0.2877993679046631
Rural,LoveDa/Train/Train/Rural/images_png/398.png,LoveDa/Train/Train/Rural/masks_png/398.png,398.png,1048576,474173,574403,45.22066116333008,54.77933883666992,224513120,91108256,315621376,0.7113368645854963,0.2886631354145037
Urban,LoveDa/Train/Train/Urban/images_png/1567.png,LoveDa/Train/Train/Urban/masks_png/1567.png,1567.png,1048576,473528,575048,45.159149169921875,54.840850830078125,224986648,91683304,316669952,0.7104767805693165,0.2895232194306835
Rural,LoveDa/Train/Train/Rural/images_png/1275.png,LoveDa/Train/Train/Rural/masks_png/1275.png,1275.png,1048576,472518,576058,45.06282806396485,54.93717193603515,225459166,92259362,317718528,0.7096191947609678,0.2903808052390322
Rural,LoveDa/Train/Train/Rural/images_png/907.png,LoveDa/Train/Train/Rural/masks_png/907.png,907.png,1048576,471818,576758,44.996070861816406,55.003929138183594,225930984,92836120,318767104,0.7087650550039191,0.2912349449960809
Rural,LoveDa/Train/Train/Rural/images_png/530.png,LoveDa/Train/Train/Rural/masks_png/530.png,530.png,1048576,470602,577974,44.880104064941406,55.119895935058594,226401586,93414094,319815680,0.7079127139732486,0.29208728602675144
Rural,LoveDa/Train/Train/Rural/images_png/906.png,LoveDa/Train/Train/Rural/masks_png/906.png,906.png,1048576,470492,578084,44.86961364746094,55.13038635253906,226872078,93992178,320864256,0.707065600974887,0.292934399025113
Rural,LoveDa/Train/Train/Rural/images_png/972.png,LoveDa/Train/Train/Rural/masks_png/972.png,972.png,1048576,468914,579662,44.71912384033203,55.28087615966797,227340992,94571840,321912832,0.7062191046798656,0.29378089532013435
Urban,LoveDa/Train/Train/Urban/images_png/2505.png,LoveDa/Train/Train/Urban/masks_png/2505.png,2505.png,1048576,468459,580117,44.67573165893555,55.32426834106445,227809451,95151957,322961408,0.7053766962769744,0.29462330372302564
Urban,LoveDa/Train/Train/Urban/images_png/1421.png,LoveDa/Train/Train/Urban/masks_png/1421.png,1421.png,1048576,468178,580398,44.64893341064453,55.35106658935547,228277629,95732355,324009984,0.704538873098429,0.29546112690157106
Rural,LoveDa/Train/Train/Rural/images_png/386.png,LoveDa/Train/Train/Rural/masks_png/386.png,386.png,1048576,468140,580436,44.64530944824219,55.35469055175781,228745769,96312791,325058560,0.7037063383286999,0.2962936616713001
Rural,LoveDa/Train/Train/Rural/images_png/1140.png,LoveDa/Train/Train/Rural/masks_png/1140.png,1140.png,1048576,465911,582665,44.432735443115234,55.567264556884766,229211680,96895456,326107136,0.7028723223033059,0.2971276776966941
Rural,LoveDa/Train/Train/Rural/images_png/883.png,LoveDa/Train/Train/Rural/masks_png/883.png,883.png,1048576,465637,582939,44.4066047668457,55.5933952331543,229677317,97478395,327155712,0.7020428150128095,0.2979571849871904
Urban,LoveDa/Train/Train/Urban/images_png/1729.png,LoveDa/Train/Train/Urban/masks_png/1729.png,1729.png,1048576,465095,583481,44.35491561889648,55.64508438110352,230142412,98061876,328204288,0.7012169566779091,0.2987830433220909
Urban,LoveDa/Train/Train/Urban/images_png/2163.png,LoveDa/Train/Train/Urban/masks_png/2163.png,2163.png,1048576,464109,584467,44.26088333129883,55.73911666870117,230606521,98646343,329252864,0.7003933639283393,0.2996066360716607
Urban,LoveDa/Train/Train/Urban/images_png/1951.png,LoveDa/Train/Train/Urban/masks_png/1951.png,1951.png,1048576,463550,585026,44.20757293701172,55.79242706298828,231070071,99231369,330301440,0.6995733079456148,0.3004266920543852
Rural,LoveDa/Train/Train/Rural/images_png/298.png,LoveDa/Train/Train/Rural/masks_png/298.png,298.png,1048576,462498,586078,44.10724639892578,55.89275360107422,231532569,99817447,331350016,0.6987552673001832,0.3012447326998167
Rural,LoveDa/Train/Train/Rural/images_png/809.png,LoveDa/Train/Train/Rural/masks_png/809.png,809.png,1048576,460876,587700,43.95256042480469,56.04743957519531,231993445,100405147,332398592,0.6979375081107444,0.30206249188925566
Urban,LoveDa/Train/Train/Urban/images_png/2404.png,LoveDa/Train/Train/Urban/masks_png/2404.png,2404.png,1048576,459200,589376,43.792724609375,56.207275390625,232452645,100994523,333447168,0.6971198657773575,0.3028801342226424
Rural,LoveDa/Train/Train/Rural/images_png/394.png,LoveDa/Train/Train/Rural/masks_png/394.png,394.png,1048576,458958,589618,43.76964569091797,56.23035430908203,232911603,101584141,334495744,0.696306626251125,0.30369337374887495
Rural,LoveDa/Train/Train/Rural/images_png/286.png,LoveDa/Train/Train/Rural/masks_png/286.png,286.png,1048576,457366,591210,43.617820739746094,56.382179260253906,233368969,102175351,335544320,0.6954937249422073,0.30450627505779265
Rural,LoveDa/Train/Train/Rural/images_png/180.png,LoveDa/Train/Train/Rural/masks_png/180.png,180.png,1048576,456047,592529,43.49203109741211,56.50796890258789,233825016,102767880,336592896,0.6946819697585062,0.30531803024149384
Rural,LoveDa/Train/Train/Rural/images_png/35.png,LoveDa/Train/Train/Rural/masks_png/35.png,35.png,1048576,455673,592903,43.45636367797851,56.54363632202149,234280689,103360783,337641472,0.6938741488486343,0.30612585115136565
Rural,LoveDa/Train/Train/Rural/images_png/1175.png,LoveDa/Train/Train/Rural/masks_png/1175.png,1175.png,1048576,454076,594500,43.30406188964844,56.69593811035156,234734765,103955283,338690048,0.6930666147001756,0.30693338529982434
Rural,LoveDa/Train/Train/Rural/images_png/1187.png,LoveDa/Train/Train/Rural/masks_png/1187.png,1187.png,1048576,451933,596643,43.09968948364258,56.90031051635742,235186698,104551926,339738624,0.6922577575401023,0.3077422424598976
Urban,LoveDa/Train/Train/Urban/images_png/2147.png,LoveDa/Train/Train/Urban/masks_png/2147.png,2147.png,1048576,451350,597226,43.044090270996094,56.955909729003906,235638048,105149152,340787200,0.6914521672175481,0.3085478327824519
Rural,LoveDa/Train/Train/Rural/images_png/1191.png,LoveDa/Train/Train/Rural/masks_png/1191.png,1191.png,1048576,445067,603509,42.44489669799805,57.55510330200195,236083115,105752661,341835776,0.6906331389959605,0.30936686100403954
Rural,LoveDa/Train/Train/Rural/images_png/371.png,LoveDa/Train/Train/Rural/masks_png/371.png,371.png,1048576,443826,604750,42.32654571533203,57.67345428466797,236526941,106357411,342884352,0.6898155008251878,0.31018449917481217
Rural,LoveDa/Train/Train/Rural/images_png/301.png,LoveDa/Train/Train/Rural/masks_png/301.png,301.png,1048576,443470,605106,42.29259490966797,57.70740509033203,236970411,106962517,343932928,0.689001813167479,0.310998186832521
Urban,LoveDa/Train/Train/Urban/images_png/1912.png,LoveDa/Train/Train/Urban/masks_png/1912.png,1912.png,1048576,443445,605131,42.29021072387695,57.70978927612305,237413856,107567648,344981504,0.688192999471647,0.311807000528353
Rural,LoveDa/Train/Train/Rural/images_png/597.png,LoveDa/Train/Train/Rural/masks_png/597.png,597.png,1048576,441651,606925,42.11912155151367,57.88087844848633,237855507,108174573,346030080,0.6873839031566273,0.3126160968433727
Rural,LoveDa/Train/Train/Rural/images_png/1221.png,LoveDa/Train/Train/Rural/masks_png/1221.png,1221.png,1048576,438868,609708,41.85371398925781,58.14628601074219,238294375,108784281,347078656,0.686571677285739,0.3134283227142611
Rural,LoveDa/Train/Train/Rural/images_png/1237.png,LoveDa/Train/Train/Rural/masks_png/1237.png,1237.png,1048576,438742,609834,41.841697692871094,58.158302307128906,238733117,109394115,348127232,0.6857639824051455,0.31423601759485453
Urban,LoveDa/Train/Train/Urban/images_png/1534.png,LoveDa/Train/Train/Urban/masks_png/1534.png,1534.png,1048576,436601,611975,41.63751602172851,58.36248397827149,239169718,110006090,349175808,0.6849550069631399,0.3150449930368601
Rural,LoveDa/Train/Train/Rural/images_png/899.png,LoveDa/Train/Train/Rural/masks_png/899.png,899.png,1048576,436328,612248,41.611480712890625,58.388519287109375,239606046,110618338,350224384,0.6841500961851931,0.31584990381480693
Rural,LoveDa/Train/Train/Rural/images_png/1309.png,LoveDa/Train/Train/Rural/masks_png/1309.png,1309.png,1048576,436204,612372,41.59965515136719,58.40034484863281,240042250,111230710,351272960,0.68334963784289,0.31665036215710995
Rural,LoveDa/Train/Train/Rural/images_png/111.png,LoveDa/Train/Train/Rural/masks_png/111.png,111.png,1048576,435882,612694,41.568946838378906,58.431053161621094,240478132,111843404,352321536,0.6825530301956904,0.31744696980430964
Rural,LoveDa/Train/Train/Rural/images_png/1299.png,LoveDa/Train/Train/Rural/masks_png/1299.png,1299.png,1048576,432633,615943,41.25909805297851,58.74090194702149,240910765,112459347,353370112,0.6817519558643375,0.3182480441356625
Urban,LoveDa/Train/Train/Urban/images_png/1817.png,LoveDa/Train/Train/Urban/masks_png/1817.png,1817.png,1048576,432616,615960,41.257476806640625,58.742523193359375,241343381,113075307,354418688,0.6809555736519176,0.3190444263480824
Rural,LoveDa/Train/Train/Rural/images_png/1139.png,LoveDa/Train/Train/Rural/masks_png/1139.png,1139.png,1048576,431841,616735,41.18356704711914,58.81643295288086,241775222,113692042,355467264,0.6801617096307355,0.3198382903692645
Rural,LoveDa/Train/Train/Rural/images_png/1009.png,LoveDa/Train/Train/Rural/masks_png/1009.png,1009.png,1048576,422970,625606,40.33756256103515,59.66243743896485,242198192,114317648,356515840,0.6793476329130285,0.32065236708697153
Rural,LoveDa/Train/Train/Rural/images_png/208.png,LoveDa/Train/Train/Rural/masks_png/208.png,208.png,1048576,422428,626148,40.28587341308594,59.71412658691406,242620620,114943796,357564416,0.6785368150280368,0.3214631849719632
Rural,LoveDa/Train/Train/Rural/images_png/690.png,LoveDa/Train/Train/Rural/masks_png/690.png,690.png,1048576,422235,626341,40.2674674987793,59.7325325012207,243042855,115570137,358612992,0.6777302005834747,0.32226979941652534
Rural,LoveDa/Train/Train/Rural/images_png/787.png,LoveDa/Train/Train/Rural/masks_png/787.png,787.png,1048576,420262,628314,40.079307556152344,59.920692443847656,243463117,116198451,359661568,0.6769228037175214,0.32307719628247855
Urban,LoveDa/Train/Train/Urban/images_png/2133.png,LoveDa/Train/Train/Urban/masks_png/2133.png,2133.png,1048576,419823,628753,40.03744125366211,59.96255874633789,243882940,116827204,360710144,0.6761188839757165,0.3238811160242835
Rural,LoveDa/Train/Train/Rural/images_png/1255.png,LoveDa/Train/Train/Rural/masks_png/1255.png,1255.png,1048576,419558,629018,40.012168884277344,59.987831115722656,244302498,117456222,361758720,0.675318892105766,0.32468110789423404
Rural,LoveDa/Train/Train/Rural/images_png/1152.png,LoveDa/Train/Train/Rural/masks_png/1152.png,1152.png,1048576,418424,630152,39.904022216796875,60.095977783203125,244720922,118086374,362807296,0.6745203988400498,0.3254796011599502
Rural,LoveDa/Train/Train/Rural/images_png/223.png,LoveDa/Train/Train/Rural/masks_png/223.png,223.png,1048576,418217,630359,39.884281158447266,60.115718841552734,245139139,118716733,363855872,0.6737259389344141,0.3262740610655859
Rural,LoveDa/Train/Train/Rural/images_png/1302.png,LoveDa/Train/Train/Rural/masks_png/1302.png,1302.png,1048576,417961,630615,39.859867095947266,60.140132904052734,245557100,119347348,364904448,0.672935343336785,0.32706465666321505
Urban,LoveDa/Train/Train/Urban/images_png/1714.png,LoveDa/Train/Train/Urban/masks_png/1714.png,1714.png,1048576,417774,630802,39.84203338623047,60.15796661376953,245974874,119978150,365953024,0.6721487673784053,0.3278512326215946
Rural,LoveDa/Train/Train/Rural/images_png/861.png,LoveDa/Train/Train/Rural/masks_png/861.png,861.png,1048576,417615,630961,39.82686996459961,60.17313003540039,246392489,120609111,367001600,0.67136625289917,0.3286337471008301
Urban,LoveDa/Train/Train/Urban/images_png/1426.png,LoveDa/Train/Train/Urban/masks_png/1426.png,1426.png,1048576,417324,631252,39.79911804199219,60.20088195800781,246809813,121240363,368050176,0.6705874065388302,0.3294125934611698
Rural,LoveDa/Train/Train/Rural/images_png/523.png,LoveDa/Train/Train/Rural/masks_png/523.png,523.png,1048576,416504,632072,39.720916748046875,60.279083251953125,247226317,121872435,369098752,0.6698107638142325,0.33018923618576745
Rural,LoveDa/Train/Train/Rural/images_png/440.png,LoveDa/Train/Train/Rural/masks_png/440.png,440.png,1048576,415987,632589,39.67161178588867,60.32838821411133,247642304,122505024,370147328,0.6690371245905631,0.330962875409437
Rural,LoveDa/Train/Train/Rural/images_png/822.png,LoveDa/Train/Train/Rural/masks_png/822.png,822.png,1048576,414524,634052,39.53208923339844,60.46791076660156,248056828,123139076,371195904,0.668263914894923,0.331736085105077
Rural,LoveDa/Train/Train/Rural/images_png/215.png,LoveDa/Train/Train/Rural/masks_png/215.png,215.png,1048576,412924,635652,39.37950134277344,60.62049865722656,248469752,123774728,372244480,0.6674907630598041,0.33250923694019585
Rural,LoveDa/Train/Train/Rural/images_png/186.png,LoveDa/Train/Train/Rural/masks_png/186.png,186.png,1048576,411496,637080,39.243316650390625,60.756683349609375,248881248,124411808,373293056,0.6667181293616135,0.3332818706383866
Rural,LoveDa/Train/Train/Rural/images_png/1158.png,LoveDa/Train/Train/Rural/masks_png/1158.png,1158.png,1048576,411284,637292,39.22309875488281,60.77690124511719,249292532,125049100,374341632,0.6659492578159193,0.33405074218408065
Rural,LoveDa/Train/Train/Rural/images_png/222.png,LoveDa/Train/Train/Rural/masks_png/222.png,222.png,1048576,411200,637376,39.215087890625,60.784912109375,249703732,125686476,375390208,0.6651844578748308,0.3348155421251691
Rural,LoveDa/Train/Train/Rural/images_png/1035.png,LoveDa/Train/Train/Rural/masks_png/1035.png,1035.png,1048576,411160,637416,39.211273193359375,60.788726806640625,250114892,126323892,376438784,0.6644238123986714,0.33557618760132857
Rural,LoveDa/Train/Train/Rural/images_png/319.png,LoveDa/Train/Train/Rural/masks_png/319.png,319.png,1048576,409231,639345,39.02730941772461,60.97269058227539,250524123,126963237,377487360,0.6636622826258342,0.33633771737416585
Rural,LoveDa/Train/Train/Rural/images_png/1215.png,LoveDa/Train/Train/Rural/masks_png/1215.png,1215.png,1048576,409066,639510,39.011573791503906,60.988426208496094,250933189,127602747,378535936,0.6629045359645854,0.33709546403541457
Rural,LoveDa/Train/Train/Rural/images_png/869.png,LoveDa/Train/Train/Rural/masks_png/869.png,869.png,1048576,408865,639711,38.99240493774414,61.00759506225586,251342054,128242458,379584512,0.662150446222632,0.33784955377736803
Rural,LoveDa/Train/Train/Rural/images_png/127.png,LoveDa/Train/Train/Rural/masks_png/127.png,127.png,1048576,408530,640046,38.96045684814453,61.03954315185547,251750584,128882504,380633088,0.6613996311324358,0.3386003688675641
Rural,LoveDa/Train/Train/Rural/images_png/1256.png,LoveDa/Train/Train/Rural/masks_png/1256.png,1256.png,1048576,407147,641429,38.82856369018555,61.17143630981445,252157731,129523933,381681664,0.6606493179614727,0.33935068203852725
Rural,LoveDa/Train/Train/Rural/images_png/419.png,LoveDa/Train/Train/Rural/masks_png/419.png,419.png,1048576,404909,643667,38.61513137817383,61.38486862182617,252562640,130167600,382730240,0.6598972686349529,0.3401027313650471
Rural,LoveDa/Train/Train/Rural/images_png/21.png,LoveDa/Train/Train/Rural/masks_png/21.png,21.png,1048576,402138,646438,38.350868225097656,61.649131774902344,252964778,130814038,383778816,0.6591421085628656,0.34085789143713446
Rural,LoveDa/Train/Train/Rural/images_png/354.png,LoveDa/Train/Train/Rural/masks_png/354.png,354.png,1048576,401100,647476,38.25187683105469,61.74812316894531,253365878,131461514,384827392,0.6583883664913334,0.34161163350866663
Rural,LoveDa/Train/Train/Rural/images_png/1136.png,LoveDa/Train/Train/Rural/masks_png/1136.png,1136.png,1048576,401014,647562,38.243675231933594,61.756324768066406,253766892,132109076,385875968,0.6576384979745616,0.3423615020254384
Rural,LoveDa/Train/Train/Rural/images_png/323.png,LoveDa/Train/Train/Rural/masks_png/323.png,323.png,1048576,399421,649155,38.09175491333008,61.90824508666992,254166313,132758231,386924544,0.656888576703989,0.3431114232960109
Rural,LoveDa/Train/Train/Rural/images_png/602.png,LoveDa/Train/Train/Rural/masks_png/602.png,602.png,1048576,396896,651680,37.8509521484375,62.1490478515625,254563209,133409911,387973120,0.6561362008790712,0.3438637991209288
Rural,LoveDa/Train/Train/Rural/images_png/1002.png,LoveDa/Train/Train/Rural/masks_png/1002.png,1002.png,1048576,396217,652359,37.78619766235352,62.21380233764648,254959426,134062270,389021696,0.6553861355845819,0.3446138644154181
Rural,LoveDa/Train/Train/Rural/images_png/1320.png,LoveDa/Train/Train/Rural/masks_png/1320.png,1320.png,1048576,395800,652776,37.746429443359375,62.253570556640625,255355226,134715046,390070272,0.6546390338610577,0.3453609661389423
Rural,LoveDa/Train/Train/Rural/images_png/113.png,LoveDa/Train/Train/Rural/masks_png/113.png,113.png,1048576,395378,653198,37.70618438720703,62.29381561279297,255750604,135368244,391118848,0.6538948590889693,0.34610514091103073
Rural,LoveDa/Train/Train/Rural/images_png/1345.png,LoveDa/Train/Train/Rural/masks_png/1345.png,1345.png,1048576,395197,653379,37.68892288208008,62.31107711791992,256145801,136021623,392167424,0.6531542023235464,0.3468457976764536
Urban,LoveDa/Train/Train/Urban/images_png/1582.png,LoveDa/Train/Train/Urban/masks_png/1582.png,1582.png,1048576,394978,653598,37.66803741455078,62.33196258544922,256540779,136675221,393216000,0.6524169387817382,0.3475830612182617
Rural,LoveDa/Train/Train/Rural/images_png/1146.png,LoveDa/Train/Train/Rural/masks_png/1146.png,1146.png,1048576,394290,654286,37.60242462158203,62.39757537841797,256935069,137329507,394264576,0.6516818518334246,0.3483181481665753
Rural,LoveDa/Train/Train/Rural/images_png/322.png,LoveDa/Train/Train/Rural/masks_png/322.png,322.png,1048576,392070,656506,37.39070892333984,62.60929107666016,257327139,137986013,395313152,0.650945048749605,0.34905495125039504
Rural,LoveDa/Train/Train/Rural/images_png/849.png,LoveDa/Train/Train/Rural/masks_png/849.png,849.png,1048576,390491,658085,37.2401237487793,62.7598762512207,257717630,138644098,396361728,0.6502081603600235,0.34979183963997657
Urban,LoveDa/Train/Train/Urban/images_png/2309.png,LoveDa/Train/Train/Urban/masks_png/2309.png,2309.png,1048576,388984,659592,37.096405029296875,62.903594970703125,258106614,139303690,397410304,0.6494713685128808,0.35052863148711916
Urban,LoveDa/Train/Train/Urban/images_png/1738.png,LoveDa/Train/Train/Urban/masks_png/1738.png,1738.png,1048576,387404,661172,36.94572448730469,63.05427551269531,258494018,139964862,398458880,0.6487344892401444,0.35126551075985557
Rural,LoveDa/Train/Train/Rural/images_png/355.png,LoveDa/Train/Train/Rural/masks_png/355.png,355.png,1048576,387064,661512,36.913299560546875,63.086700439453125,258881082,140626374,399507456,0.6480006270521269,0.3519993729478731
Urban,LoveDa/Train/Train/Urban/images_png/1990.png,LoveDa/Train/Train/Urban/masks_png/1990.png,1990.png,1048576,385689,662887,36.782169342041016,63.217830657958984,259266771,141289261,400556032,0.6472671743462847,0.3527328256537153
Rural,LoveDa/Train/Train/Rural/images_png/815.png,LoveDa/Train/Train/Rural/masks_png/815.png,815.png,1048576,385351,663225,36.74993515014648,63.25006484985352,259652122,141952486,401604608,0.6465367100568726,0.35346328994312737
Rural,LoveDa/Train/Train/Rural/images_png/1245.png,LoveDa/Train/Train/Rural/masks_png/1245.png,1245.png,1048576,385331,663245,36.74802780151367,63.25197219848633,260037453,142615731,402653184,0.6458100005984306,0.35418999940156937
Rural,LoveDa/Train/Train/Rural/images_png/220.png,LoveDa/Train/Train/Rural/masks_png/220.png,220.png,1048576,385258,663318,36.741065979003906,63.258934020996094,260422711,143279049,403701760,0.6450868854274997,0.35491311457250024
Rural,LoveDa/Train/Train/Rural/images_png/547.png,LoveDa/Train/Train/Rural/masks_png/547.png,547.png,1048576,384208,664368,36.64093017578125,63.35906982421875,260806919,143943417,404750336,0.6443649227755057,0.3556350772244943
Rural,LoveDa/Train/Train/Rural/images_png/966.png,LoveDa/Train/Train/Rural/masks_png/966.png,966.png,1048576,384104,664472,36.631011962890625,63.368988037109375,261191023,144607889,405798912,0.6436464349120778,0.35635356508792215
Rural,LoveDa/Train/Train/Rural/images_png/353.png,LoveDa/Train/Train/Rural/masks_png/353.png,353.png,1048576,384104,664472,36.631011962890625,63.368988037109375,261575127,145272361,406847488,0.6429316505943377,0.3570683494056623
Rural,LoveDa/Train/Train/Rural/images_png/84.png,LoveDa/Train/Train/Rural/masks_png/84.png,84.png,1048576,382225,666351,36.45181655883789,63.54818344116211,261957352,145938712,407896064,0.6422159346945795,0.35778406530542056
Rural,LoveDa/Train/Train/Rural/images_png/324.png,LoveDa/Train/Train/Rural/masks_png/324.png,324.png,1048576,382027,666549,36.43293380737305,63.56706619262695,262339379,146605261,408944640,0.6415034049596542,0.3584965950403458
Urban,LoveDa/Train/Train/Urban/images_png/2316.png,LoveDa/Train/Train/Urban/masks_png/2316.png,2316.png,1048576,380593,667983,36.29617691040039,63.70382308959961,262719972,147273244,409993216,0.6407910222592561,0.3592089777407439
Rural,LoveDa/Train/Train/Rural/images_png/720.png,LoveDa/Train/Train/Rural/masks_png/720.png,720.png,1048576,380144,668432,36.25335693359375,63.74664306640625,263100116,147941676,411041792,0.6400811818181252,0.3599188181818748
Rural,LoveDa/Train/Train/Rural/images_png/284.png,LoveDa/Train/Train/Rural/masks_png/284.png,284.png,1048576,378230,670346,36.070823669433594,63.929176330566406,263478346,148612022,412090368,0.6393703091842224,0.36062969081577756
Rural,LoveDa/Train/Train/Rural/images_png/1202.png,LoveDa/Train/Train/Rural/masks_png/1202.png,1202.png,1048576,377140,671436,35.96687316894531,64.03312683105469,263855486,149283458,413138944,0.6386604067032713,0.36133959329672877
Rural,LoveDa/Train/Train/Rural/images_png/1356.png,LoveDa/Train/Train/Rural/masks_png/1356.png,1356.png,1048576,377039,671537,35.95724105834961,64.04275894165039,264232525,149954995,414187520,0.6379538548143604,0.3620461451856396
Rural,LoveDa/Train/Train/Rural/images_png/649.png,LoveDa/Train/Train/Rural/masks_png/649.png,649.png,1048576,377015,671561,35.954952239990234,64.04504776000977,264609540,150626556,415236096,0.6372508135708895,0.3627491864291104
Rural,LoveDa/Train/Train/Rural/images_png/492.png,LoveDa/Train/Train/Rural/masks_png/492.png,492.png,1048576,376601,671975,35.915470123291016,64.08452987670898,264986141,151298531,416284672,0.6365503195851516,0.36344968041484843
Urban,LoveDa/Train/Train/Urban/images_png/1820.png,LoveDa/Train/Train/Urban/masks_png/1820.png,1820.png,1048576,371920,676656,35.46905517578125,64.53094482421875,265358061,151975187,417333248,0.6358421292137261,0.3641578707862739
Rural,LoveDa/Train/Train/Rural/images_png/885.png,LoveDa/Train/Train/Rural/masks_png/885.png,885.png,1048576,367372,681204,35.03532409667969,64.96467590332031,265725433,152656391,418381824,0.6351266182156134,0.3648733817843865
