scene,image_path,mask_path,image_name,total_pixels,forest_pixels,background_pixels,forest_percentage,background_percentage
Rural,LoveDa/Train/Train/Rural/images_png/518.png,LoveDa/Train/Train/Rural/masks_png/518.png,518.png,1048576,851892,196684,81.24275207519531,18.757247924804688
Rural,LoveDa/Train/Train/Rural/images_png/1098.png,LoveDa/Train/Train/Rural/masks_png/1098.png,1098.png,1048576,242893,805683,23.164081573486328,76.83591842651367
Rural,LoveDa/Train/Train/Rural/images_png/242.png,LoveDa/Train/Train/Rural/masks_png/242.png,242.png,1048576,316227,732349,30.157756805419922,69.84224319458008
Rural,LoveDa/Train/Train/Rural/images_png/524.png,LoveDa/Train/Train/Rural/masks_png/524.png,524.png,1048576,555113,493463,52.939701080322266,47.060298919677734
Rural,LoveDa/Train/Train/Rural/images_png/530.png,LoveDa/Train/Train/Rural/masks_png/530.png,530.png,1048576,470602,577974,44.880104064941406,55.119895935058594
Rural,LoveDa/Train/Train/Rural/images_png/256.png,LoveDa/Train/Train/Rural/masks_png/256.png,256.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/281.png,LoveDa/Train/Train/Rural/masks_png/281.png,281.png,1048576,656376,392200,62.596893310546875,37.403106689453125
Rural,LoveDa/Train/Train/Rural/images_png/1073.png,LoveDa/Train/Train/Rural/masks_png/1073.png,1073.png,1048576,298667,749909,28.483104705810547,71.51689529418945
Rural,LoveDa/Train/Train/Rural/images_png/1067.png,LoveDa/Train/Train/Rural/masks_png/1067.png,1067.png,1048576,66494,982082,6.341361999511719,93.65863800048828
Rural,LoveDa/Train/Train/Rural/images_png/295.png,LoveDa/Train/Train/Rural/masks_png/295.png,295.png,1048576,25803,1022773,2.460765838623047,97.53923416137695
Rural,LoveDa/Train/Train/Rural/images_png/1066.png,LoveDa/Train/Train/Rural/masks_png/1066.png,1066.png,1048576,774003,274573,73.81467819213867,26.185321807861328
Rural,LoveDa/Train/Train/Rural/images_png/294.png,LoveDa/Train/Train/Rural/masks_png/294.png,294.png,1048576,288547,760029,27.517986297607422,72.48201370239258
Rural,LoveDa/Train/Train/Rural/images_png/280.png,LoveDa/Train/Train/Rural/masks_png/280.png,280.png,1048576,16343,1032233,1.5585899353027344,98.44141006469727
Rural,LoveDa/Train/Train/Rural/images_png/1072.png,LoveDa/Train/Train/Rural/masks_png/1072.png,1072.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/531.png,LoveDa/Train/Train/Rural/masks_png/531.png,531.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/257.png,LoveDa/Train/Train/Rural/masks_png/257.png,257.png,1048576,101123,947453,9.643840789794922,90.35615921020508
Rural,LoveDa/Train/Train/Rural/images_png/243.png,LoveDa/Train/Train/Rural/masks_png/243.png,243.png,1048576,773308,275268,73.74839782714844,26.251602172851562
Rural,LoveDa/Train/Train/Rural/images_png/525.png,LoveDa/Train/Train/Rural/masks_png/525.png,525.png,1048576,22955,1025621,2.189159393310547,97.81084060668945
Rural,LoveDa/Train/Train/Rural/images_png/1099.png,LoveDa/Train/Train/Rural/masks_png/1099.png,1099.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/519.png,LoveDa/Train/Train/Rural/masks_png/519.png,519.png,1048576,98677,949899,9.410572052001953,90.58942794799805
Rural,LoveDa/Train/Train/Rural/images_png/928.png,LoveDa/Train/Train/Rural/masks_png/928.png,928.png,1048576,937128,111448,89.37149047851562,10.628509521484375
Rural,LoveDa/Train/Train/Rural/images_png/1264.png,LoveDa/Train/Train/Rural/masks_png/1264.png,1264.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/1270.png,LoveDa/Train/Train/Rural/masks_png/1270.png,1270.png,1048576,80530,968046,7.679939270019531,92.32006072998047
Rural,LoveDa/Train/Train/Rural/images_png/914.png,LoveDa/Train/Train/Rural/masks_png/914.png,914.png,1048576,268979,779597,25.651836395263672,74.34816360473633
Rural,LoveDa/Train/Train/Rural/images_png/1258.png,LoveDa/Train/Train/Rural/masks_png/1258.png,1258.png,1048576,12034,1036542,1.1476516723632812,98.85234832763672
Rural,LoveDa/Train/Train/Rural/images_png/900.png,LoveDa/Train/Train/Rural/masks_png/900.png,900.png,1048576,51235,997341,4.886150360107422,95.11384963989258
Rural,LoveDa/Train/Train/Rural/images_png/733.png,LoveDa/Train/Train/Rural/masks_png/733.png,733.png,1048576,496109,552467,47.31264114379883,52.68735885620117
Rural,LoveDa/Train/Train/Rural/images_png/727.png,LoveDa/Train/Train/Rural/masks_png/727.png,727.png,1048576,1455,1047121,0.13875961303710938,99.86124038696289
Rural,LoveDa/Train/Train/Rural/images_png/1310.png,LoveDa/Train/Train/Rural/masks_png/1310.png,1310.png,1048576,316594,731982,30.19275665283203,69.80724334716797
Rural,LoveDa/Train/Train/Rural/images_png/684.png,LoveDa/Train/Train/Rural/masks_png/684.png,684.png,1048576,292059,756517,27.852916717529297,72.1470832824707
Rural,LoveDa/Train/Train/Rural/images_png/690.png,LoveDa/Train/Train/Rural/masks_png/690.png,690.png,1048576,422235,626341,40.2674674987793,59.7325325012207
Rural,LoveDa/Train/Train/Rural/images_png/1304.png,LoveDa/Train/Train/Rural/masks_png/1304.png,1304.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/848.png,LoveDa/Train/Train/Rural/masks_png/848.png,848.png,1048576,172680,875896,16.468048095703125,83.53195190429688
Rural,LoveDa/Train/Train/Rural/images_png/20.png,LoveDa/Train/Train/Rural/masks_png/20.png,20.png,1048576,88475,960101,8.437633514404297,91.5623664855957
Rural,LoveDa/Train/Train/Rural/images_png/860.png,LoveDa/Train/Train/Rural/masks_png/860.png,860.png,1048576,76108,972468,7.2582244873046875,92.74177551269531
Rural,LoveDa/Train/Train/Rural/images_png/1338.png,LoveDa/Train/Train/Rural/masks_png/1338.png,1338.png,1048576,6923,1041653,0.6602287292480469,99.33977127075195
Rural,LoveDa/Train/Train/Rural/images_png/34.png,LoveDa/Train/Train/Rural/masks_png/34.png,34.png,1048576,854233,194343,81.46600723266602,18.533992767333984
Rural,LoveDa/Train/Train/Rural/images_png/874.png,LoveDa/Train/Train/Rural/masks_png/874.png,874.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/121.png,LoveDa/Train/Train/Rural/masks_png/121.png,121.png,1048576,791878,256698,75.51937103271484,24.480628967285156
Rural,LoveDa/Train/Train/Rural/images_png/647.png,LoveDa/Train/Train/Rural/masks_png/647.png,647.png,1048576,3561,1045015,0.3396034240722656,99.66039657592773
Rural,LoveDa/Train/Train/Rural/images_png/653.png,LoveDa/Train/Train/Rural/masks_png/653.png,653.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/135.png,LoveDa/Train/Train/Rural/masks_png/135.png,135.png,1048576,172005,876571,16.403675079345703,83.5963249206543
Rural,LoveDa/Train/Train/Rural/images_png/109.png,LoveDa/Train/Train/Rural/masks_png/109.png,109.png,1048576,365996,682580,34.90409851074219,65.09590148925781
Rural,LoveDa/Train/Train/Rural/images_png/486.png,LoveDa/Train/Train/Rural/masks_png/486.png,486.png,1048576,157989,890587,15.067005157470703,84.9329948425293
Rural,LoveDa/Train/Train/Rural/images_png/1112.png,LoveDa/Train/Train/Rural/masks_png/1112.png,1112.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/1106.png,LoveDa/Train/Train/Rural/masks_png/1106.png,1106.png,1048576,1008135,40441,96.14324569702148,3.8567543029785156
Rural,LoveDa/Train/Train/Rural/images_png/492.png,LoveDa/Train/Train/Rural/masks_png/492.png,492.png,1048576,376601,671975,35.915470123291016,64.08452987670898
Rural,LoveDa/Train/Train/Rural/images_png/445.png,LoveDa/Train/Train/Rural/masks_png/445.png,445.png,1048576,745898,302678,71.1343765258789,28.865623474121094
Rural,LoveDa/Train/Train/Rural/images_png/323.png,LoveDa/Train/Train/Rural/masks_png/323.png,323.png,1048576,399421,649155,38.09175491333008,61.90824508666992
Rural,LoveDa/Train/Train/Rural/images_png/337.png,LoveDa/Train/Train/Rural/masks_png/337.png,337.png,1048576,155893,892683,14.867115020751953,85.13288497924805
Rural,LoveDa/Train/Train/Rural/images_png/451.png,LoveDa/Train/Train/Rural/masks_png/451.png,451.png,1048576,133107,915469,12.694072723388672,87.30592727661133
Rural,LoveDa/Train/Train/Rural/images_png/479.png,LoveDa/Train/Train/Rural/masks_png/479.png,479.png,1048576,40381,1008195,3.851032257080078,96.14896774291992
Rural,LoveDa/Train/Train/Rural/images_png/309.png,LoveDa/Train/Train/Rural/masks_png/309.png,309.png,1048576,43587,1004989,4.156780242919922,95.84321975708008
Rural,LoveDa/Train/Train/Rural/images_png/321.png,LoveDa/Train/Train/Rural/masks_png/321.png,321.png,1048576,184601,863975,17.604923248291016,82.39507675170898
Rural,LoveDa/Train/Train/Rural/images_png/447.png,LoveDa/Train/Train/Rural/masks_png/447.png,447.png,1048576,1032428,16148,98.46000671386719,1.5399932861328125
Rural,LoveDa/Train/Train/Rural/images_png/453.png,LoveDa/Train/Train/Rural/masks_png/453.png,453.png,1048576,2435,1046141,0.23221969604492188,99.76778030395508
Rural,LoveDa/Train/Train/Rural/images_png/335.png,LoveDa/Train/Train/Rural/masks_png/335.png,335.png,1048576,83253,965323,7.939624786376953,92.06037521362305
Rural,LoveDa/Train/Train/Rural/images_png/1138.png,LoveDa/Train/Train/Rural/masks_png/1138.png,1138.png,1048576,2781,1045795,0.2652168273925781,99.73478317260742
Rural,LoveDa/Train/Train/Rural/images_png/1110.png,LoveDa/Train/Train/Rural/masks_png/1110.png,1110.png,1048576,47573,1001003,4.536914825439453,95.46308517456055
Rural,LoveDa/Train/Train/Rural/images_png/484.png,LoveDa/Train/Train/Rural/masks_png/484.png,484.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/490.png,LoveDa/Train/Train/Rural/masks_png/490.png,490.png,1048576,71176,977400,6.787872314453125,93.21212768554688
Rural,LoveDa/Train/Train/Rural/images_png/1104.png,LoveDa/Train/Train/Rural/masks_png/1104.png,1104.png,1048576,1460,1047116,0.1392364501953125,99.86076354980469
Rural,LoveDa/Train/Train/Rural/images_png/679.png,LoveDa/Train/Train/Rural/masks_png/679.png,679.png,1048576,255884,792692,24.402999877929688,75.59700012207031
Rural,LoveDa/Train/Train/Rural/images_png/645.png,LoveDa/Train/Train/Rural/masks_png/645.png,645.png,1048576,1032477,16099,98.46467971801758,1.5353202819824219
Rural,LoveDa/Train/Train/Rural/images_png/123.png,LoveDa/Train/Train/Rural/masks_png/123.png,123.png,1048576,46003,1002573,4.387187957763672,95.61281204223633
Rural,LoveDa/Train/Train/Rural/images_png/137.png,LoveDa/Train/Train/Rural/masks_png/137.png,137.png,1048576,247887,800689,23.64034652709961,76.35965347290039
Rural,LoveDa/Train/Train/Rural/images_png/651.png,LoveDa/Train/Train/Rural/masks_png/651.png,651.png,1048576,25655,1022921,2.4466514587402344,97.55334854125977
Rural,LoveDa/Train/Train/Rural/images_png/889.png,LoveDa/Train/Train/Rural/masks_png/889.png,889.png,1048576,599230,449346,57.14702606201172,42.85297393798828
Rural,LoveDa/Train/Train/Rural/images_png/862.png,LoveDa/Train/Train/Rural/masks_png/862.png,862.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/22.png,LoveDa/Train/Train/Rural/masks_png/22.png,22.png,1048576,129958,918618,12.393760681152344,87.60623931884766
Rural,LoveDa/Train/Train/Rural/images_png/876.png,LoveDa/Train/Train/Rural/masks_png/876.png,876.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/36.png,LoveDa/Train/Train/Rural/masks_png/36.png,36.png,1048576,67973,980603,6.482410430908203,93.5175895690918
Rural,LoveDa/Train/Train/Rural/images_png/686.png,LoveDa/Train/Train/Rural/masks_png/686.png,686.png,1048576,698441,350135,66.60852432250977,33.391475677490234
Rural,LoveDa/Train/Train/Rural/images_png/1312.png,LoveDa/Train/Train/Rural/masks_png/1312.png,1312.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/1306.png,LoveDa/Train/Train/Rural/masks_png/1306.png,1306.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/692.png,LoveDa/Train/Train/Rural/masks_png/692.png,692.png,1048576,58779,989797,5.605602264404297,94.3943977355957
Rural,LoveDa/Train/Train/Rural/images_png/1299.png,LoveDa/Train/Train/Rural/masks_png/1299.png,1299.png,1048576,432633,615943,41.259098052978516,58.740901947021484
Rural,LoveDa/Train/Train/Rural/images_png/719.png,LoveDa/Train/Train/Rural/masks_png/719.png,719.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/731.png,LoveDa/Train/Train/Rural/masks_png/731.png,731.png,1048576,226841,821735,21.633243560791016,78.36675643920898
Rural,LoveDa/Train/Train/Rural/images_png/725.png,LoveDa/Train/Train/Rural/masks_png/725.png,725.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/916.png,LoveDa/Train/Train/Rural/masks_png/916.png,916.png,1048576,32945,1015631,3.1418800354003906,96.85811996459961
Rural,LoveDa/Train/Train/Rural/images_png/902.png,LoveDa/Train/Train/Rural/masks_png/902.png,902.png,1048576,551012,497564,52.54859924316406,47.45140075683594
Rural,LoveDa/Train/Train/Rural/images_png/1266.png,LoveDa/Train/Train/Rural/masks_png/1266.png,1266.png,1048576,44151,1004425,4.210567474365234,95.78943252563477
Rural,LoveDa/Train/Train/Rural/images_png/1272.png,LoveDa/Train/Train/Rural/masks_png/1272.png,1272.png,1048576,202621,845955,19.323444366455078,80.67655563354492
Rural,LoveDa/Train/Train/Rural/images_png/269.png,LoveDa/Train/Train/Rural/masks_png/269.png,269.png,1048576,95627,952949,9.119701385498047,90.88029861450195
Rural,LoveDa/Train/Train/Rural/images_png/255.png,LoveDa/Train/Train/Rural/masks_png/255.png,255.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/533.png,LoveDa/Train/Train/Rural/masks_png/533.png,533.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/527.png,LoveDa/Train/Train/Rural/masks_png/527.png,527.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/241.png,LoveDa/Train/Train/Rural/masks_png/241.png,241.png,1048576,51454,997122,4.907035827636719,95.09296417236328
Rural,LoveDa/Train/Train/Rural/images_png/1058.png,LoveDa/Train/Train/Rural/masks_png/1058.png,1058.png,1048576,26353,1022223,2.5132179260253906,97.48678207397461
Rural,LoveDa/Train/Train/Rural/images_png/296.png,LoveDa/Train/Train/Rural/masks_png/296.png,296.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/1064.png,LoveDa/Train/Train/Rural/masks_png/1064.png,1064.png,1048576,19966,1028610,1.9041061401367188,98.09589385986328
Rural,LoveDa/Train/Train/Rural/images_png/1070.png,LoveDa/Train/Train/Rural/masks_png/1070.png,1070.png,1048576,199324,849252,19.009017944335938,80.99098205566406
Rural,LoveDa/Train/Train/Rural/images_png/282.png,LoveDa/Train/Train/Rural/masks_png/282.png,282.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/1071.png,LoveDa/Train/Train/Rural/masks_png/1071.png,1071.png,1048576,228585,819991,21.799564361572266,78.20043563842773
Rural,LoveDa/Train/Train/Rural/images_png/283.png,LoveDa/Train/Train/Rural/masks_png/283.png,283.png,1048576,5362,1043214,0.5113601684570312,99.48863983154297
Rural,LoveDa/Train/Train/Rural/images_png/297.png,LoveDa/Train/Train/Rural/masks_png/297.png,297.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/1065.png,LoveDa/Train/Train/Rural/masks_png/1065.png,1065.png,1048576,45900,1002676,4.3773651123046875,95.62263488769531
Rural,LoveDa/Train/Train/Rural/images_png/1059.png,LoveDa/Train/Train/Rural/masks_png/1059.png,1059.png,1048576,14433,1034143,1.3764381408691406,98.62356185913086
Rural,LoveDa/Train/Train/Rural/images_png/526.png,LoveDa/Train/Train/Rural/masks_png/526.png,526.png,1048576,754133,294443,71.91972732543945,28.080272674560547
Rural,LoveDa/Train/Train/Rural/images_png/240.png,LoveDa/Train/Train/Rural/masks_png/240.png,240.png,1048576,179506,869070,17.11902618408203,82.88097381591797
Rural,LoveDa/Train/Train/Rural/images_png/254.png,LoveDa/Train/Train/Rural/masks_png/254.png,254.png,1048576,327056,721520,31.19049072265625,68.80950927734375
Rural,LoveDa/Train/Train/Rural/images_png/532.png,LoveDa/Train/Train/Rural/masks_png/532.png,532.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/268.png,LoveDa/Train/Train/Rural/masks_png/268.png,268.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/1273.png,LoveDa/Train/Train/Rural/masks_png/1273.png,1273.png,1048576,30199,1018377,2.8800010681152344,97.11999893188477
Rural,LoveDa/Train/Train/Rural/images_png/1267.png,LoveDa/Train/Train/Rural/masks_png/1267.png,1267.png,1048576,115606,932970,11.025047302246094,88.9749526977539
Rural,LoveDa/Train/Train/Rural/images_png/903.png,LoveDa/Train/Train/Rural/masks_png/903.png,903.png,1048576,782731,265845,74.64704513549805,25.352954864501953
Rural,LoveDa/Train/Train/Rural/images_png/917.png,LoveDa/Train/Train/Rural/masks_png/917.png,917.png,1048576,880561,168015,83.97684097290039,16.02315902709961
Rural,LoveDa/Train/Train/Rural/images_png/724.png,LoveDa/Train/Train/Rural/masks_png/724.png,724.png,1048576,200476,848100,19.118881225585938,80.88111877441406
Rural,LoveDa/Train/Train/Rural/images_png/730.png,LoveDa/Train/Train/Rural/masks_png/730.png,730.png,1048576,318280,730296,30.353546142578125,69.64645385742188
Rural,LoveDa/Train/Train/Rural/images_png/718.png,LoveDa/Train/Train/Rural/masks_png/718.png,718.png,1048576,1048576,0,100.0,0.0
Rural,LoveDa/Train/Train/Rural/images_png/1298.png,LoveDa/Train/Train/Rural/masks_png/1298.png,1298.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/693.png,LoveDa/Train/Train/Rural/masks_png/693.png,693.png,1048576,9063,1039513,0.8643150329589844,99.13568496704102
Rural,LoveDa/Train/Train/Rural/images_png/1307.png,LoveDa/Train/Train/Rural/masks_png/1307.png,1307.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/1313.png,LoveDa/Train/Train/Rural/masks_png/1313.png,1313.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/687.png,LoveDa/Train/Train/Rural/masks_png/687.png,687.png,1048576,1000776,47800,95.44143676757812,4.558563232421875
Rural,LoveDa/Train/Train/Rural/images_png/37.png,LoveDa/Train/Train/Rural/masks_png/37.png,37.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/877.png,LoveDa/Train/Train/Rural/masks_png/877.png,877.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/23.png,LoveDa/Train/Train/Rural/masks_png/23.png,23.png,1048576,3079,1045497,0.2936363220214844,99.70636367797852
Rural,LoveDa/Train/Train/Rural/images_png/863.png,LoveDa/Train/Train/Rural/masks_png/863.png,863.png,1048576,459,1048117,0.043773651123046875,99.95622634887695
Rural,LoveDa/Train/Train/Rural/images_png/136.png,LoveDa/Train/Train/Rural/masks_png/136.png,136.png,1048576,70143,978433,6.689357757568359,93.31064224243164
Rural,LoveDa/Train/Train/Rural/images_png/888.png,LoveDa/Train/Train/Rural/masks_png/888.png,888.png,1048576,49947,998629,4.763317108154297,95.2366828918457
Rural,LoveDa/Train/Train/Rural/images_png/650.png,LoveDa/Train/Train/Rural/masks_png/650.png,650.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/644.png,LoveDa/Train/Train/Rural/masks_png/644.png,644.png,1048576,36228,1012348,3.4549713134765625,96.54502868652344
Rural,LoveDa/Train/Train/Rural/images_png/122.png,LoveDa/Train/Train/Rural/masks_png/122.png,122.png,1048576,12158,1036418,1.1594772338867188,98.84052276611328
Rural,LoveDa/Train/Train/Rural/images_png/678.png,LoveDa/Train/Train/Rural/masks_png/678.png,678.png,1048576,108165,940411,10.315418243408203,89.6845817565918
Rural,LoveDa/Train/Train/Rural/images_png/1105.png,LoveDa/Train/Train/Rural/masks_png/1105.png,1105.png,1048576,27302,1021274,2.6037216186523438,97.39627838134766
Rural,LoveDa/Train/Train/Rural/images_png/491.png,LoveDa/Train/Train/Rural/masks_png/491.png,491.png,1048576,886765,161811,84.56850051879883,15.431499481201172
Rural,LoveDa/Train/Train/Rural/images_png/485.png,LoveDa/Train/Train/Rural/masks_png/485.png,485.png,1048576,232991,815585,22.21975326538086,77.78024673461914
Rural,LoveDa/Train/Train/Rural/images_png/1111.png,LoveDa/Train/Train/Rural/masks_png/1111.png,1111.png,1048576,820613,227963,78.2597541809082,21.740245819091797
Rural,LoveDa/Train/Train/Rural/images_png/1139.png,LoveDa/Train/Train/Rural/masks_png/1139.png,1139.png,1048576,431841,616735,41.18356704711914,58.81643295288086
Rural,LoveDa/Train/Train/Rural/images_png/452.png,LoveDa/Train/Train/Rural/masks_png/452.png,452.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/334.png,LoveDa/Train/Train/Rural/masks_png/334.png,334.png,1048576,645131,403445,61.52448654174805,38.47551345825195
Rural,LoveDa/Train/Train/Rural/images_png/320.png,LoveDa/Train/Train/Rural/masks_png/320.png,320.png,1048576,194537,854039,18.552494049072266,81.44750595092773
Rural,LoveDa/Train/Train/Rural/images_png/446.png,LoveDa/Train/Train/Rural/masks_png/446.png,446.png,1048576,515939,532637,49.20377731323242,50.79622268676758
Rural,LoveDa/Train/Train/Rural/images_png/308.png,LoveDa/Train/Train/Rural/masks_png/308.png,308.png,1048576,113832,934744,10.855865478515625,89.14413452148438
Rural,LoveDa/Train/Train/Rural/images_png/442.png,LoveDa/Train/Train/Rural/masks_png/442.png,442.png,1048576,73470,975106,7.006645202636719,92.99335479736328
Rural,LoveDa/Train/Train/Rural/images_png/324.png,LoveDa/Train/Train/Rural/masks_png/324.png,324.png,1048576,382027,666549,36.43293380737305,63.56706619262695
Rural,LoveDa/Train/Train/Rural/images_png/330.png,LoveDa/Train/Train/Rural/masks_png/330.png,330.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/456.png,LoveDa/Train/Train/Rural/masks_png/456.png,456.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/318.png,LoveDa/Train/Train/Rural/masks_png/318.png,318.png,1048576,318401,730175,30.36508560180664,69.63491439819336
Rural,LoveDa/Train/Train/Rural/images_png/1115.png,LoveDa/Train/Train/Rural/masks_png/1115.png,1115.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/481.png,LoveDa/Train/Train/Rural/masks_png/481.png,481.png,1048576,550581,497995,52.50749588012695,47.49250411987305
Rural,LoveDa/Train/Train/Rural/images_png/495.png,LoveDa/Train/Train/Rural/masks_png/495.png,495.png,1048576,283012,765564,26.990127563476562,73.00987243652344
Rural,LoveDa/Train/Train/Rural/images_png/1101.png,LoveDa/Train/Train/Rural/masks_png/1101.png,1101.png,1048576,9309,1039267,0.8877754211425781,99.11222457885742
Rural,LoveDa/Train/Train/Rural/images_png/1129.png,LoveDa/Train/Train/Rural/masks_png/1129.png,1129.png,1048576,747434,301142,71.2808609008789,28.719139099121094
Rural,LoveDa/Train/Train/Rural/images_png/126.png,LoveDa/Train/Train/Rural/masks_png/126.png,126.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/640.png,LoveDa/Train/Train/Rural/masks_png/640.png,640.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/898.png,LoveDa/Train/Train/Rural/masks_png/898.png,898.png,1048576,305900,742676,29.172897338867188,70.82710266113281
Rural,LoveDa/Train/Train/Rural/images_png/654.png,LoveDa/Train/Train/Rural/masks_png/654.png,654.png,1048576,303193,745383,28.914737701416016,71.08526229858398
Rural,LoveDa/Train/Train/Rural/images_png/132.png,LoveDa/Train/Train/Rural/masks_png/132.png,132.png,1048576,363567,685009,34.67245101928711,65.32754898071289
Rural,LoveDa/Train/Train/Rural/images_png/668.png,LoveDa/Train/Train/Rural/masks_png/668.png,668.png,1048576,558455,490121,53.258419036865234,46.741580963134766
Rural,LoveDa/Train/Train/Rural/images_png/683.png,LoveDa/Train/Train/Rural/masks_png/683.png,683.png,1048576,842959,205617,80.39083480834961,19.60916519165039
Rural,LoveDa/Train/Train/Rural/images_png/1317.png,LoveDa/Train/Train/Rural/masks_png/1317.png,1317.png,1048576,54861,993715,5.231952667236328,94.76804733276367
Rural,LoveDa/Train/Train/Rural/images_png/1303.png,LoveDa/Train/Train/Rural/masks_png/1303.png,1303.png,1048576,49141,999435,4.686450958251953,95.31354904174805
Rural,LoveDa/Train/Train/Rural/images_png/697.png,LoveDa/Train/Train/Rural/masks_png/697.png,697.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/867.png,LoveDa/Train/Train/Rural/masks_png/867.png,867.png,1048576,5432,1043144,0.518035888671875,99.48196411132812
Rural,LoveDa/Train/Train/Rural/images_png/27.png,LoveDa/Train/Train/Rural/masks_png/27.png,27.png,1048576,181048,867528,17.266082763671875,82.73391723632812
Rural,LoveDa/Train/Train/Rural/images_png/873.png,LoveDa/Train/Train/Rural/masks_png/873.png,873.png,1048576,122277,926299,11.661243438720703,88.3387565612793
Rural,LoveDa/Train/Train/Rural/images_png/33.png,LoveDa/Train/Train/Rural/masks_png/33.png,33.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/734.png,LoveDa/Train/Train/Rural/masks_png/734.png,734.png,1048576,0,1048576,0.0,100.0
Rural,LoveDa/Train/Train/Rural/images_png/720.png,LoveDa/Train/Train/Rural/masks_png/720.png,720.png,1048576,380144,668432,36.25335693359375,63.74664306640625
Rural,LoveDa/Train/Train/Rural/images_png/708.png,LoveDa/Train/Train/Rural/masks_png/708.png,708.png,1048576,857730,190846,81.79950714111328,18.20049285888672
Rural,LoveDa/Train/Train/Rural/images_png/1288.png,LoveDa/Train/Train/Rural/masks_png/1288.png,1288.png,1048576,231064,817512,22.035980224609375,77.96401977539062
Rural,LoveDa/Train/Train/Rural/images_png/1263.png,LoveDa/Train/Train/Rural/masks_png/1263.png,1263.png,1048576,194872,853704,18.584442138671875,81.41555786132812
Rural,LoveDa/Train/Train/Rural/images_png/1277.png,LoveDa/Train/Train/Rural/masks_png/1277.png,1277.png,1048576,237752,810824,22.673797607421875,77.32620239257812
Rural,LoveDa/Train/Train/Rural/images_png/913.png,LoveDa/Train/Train/Rural/masks_png/913.png,913.png,1048576,707203,341373,67.44413375854492,32.55586624145508
Rural,LoveDa/Train/Train/Rural/images_png/907.png,LoveDa/Train/Train/Rural/masks_png/907.png,907.png,1048576,471818,576758,44.996070861816406,55.003929138183594
Rural,LoveDa/Train/Train/Rural/images_png/536.png,LoveDa/Train/Train/Rural/masks_png/536.png,536.png,1048576,102110,946466,9.737968444824219,90.26203155517578
